Setup ABC mobile app with Hybris 6.2,,,Sprint 33,,2017-06-05,
Testing:Custom Catalogs Print pdf-localization text is displayed instead of price,"Steps to reproduce:
1. Login to Abc site with valid customer credentials
2.Click on My Account
3.Click on Custom Catalog
4.Add product,then click on Print Custom Catalog

Issue:-
1.The product has no price,then localization text is displayed.
Please refer to the attached screenshot.
[[image:dJuzoovLar57rNdmr6bg7m|localiztn text price.png]]
",,Sprint 33,,2017-06-21,
Testing:Custom Catalog- Print Custom Catalog button is displayed as enabled instead of disabled.,"Steps to reproduce:
1. Login to Abc site with valid customer credentials
2.Click on My Account
3.Click on Custom Catalog
4.Add product indivisually,then remove 

Issue:-
1.Print Custom Catalog button is displayed as enabled instead of disabled.
Please refer to the attached screenshot.
[[image:cSOKUevLer56Ncdmr6bg7m|custom catalog issue.png]]
",,Sprint 33,,2017-06-21,
Custom Catalogs to Print - Print Catalog from order history,"Add Print Catalog from order history to produce catalogs for customer to print.

Please find the attached PDF of custom catalog developed for PPG as reference

[[file:bYHlj4sEWr54OSacwqjQYw|Custom Catalog.pdf]]
",,Sprint 33,,2017-06-05,
Integrate Google Analytics in ABC site,,,Sprint 33,,2017-06-05,
CSRF token issue for POST requests,"Getting following message while making POST requests
 ""Expected CSRF token not found. Has your session expired""
",,Sprint 33,,2017-06-05,
Issue-Bin label,"Steps to Reproduce:-
1.Steps to Reproduce issue:
1. Navigate to ABC site on 2.148 server
2. Login as User (rakesh/1234)
3. Click on My Account Link
4. Click on Bin label.
5.Click on add button.
6.Print bin label button is enabled,Click on print bin label button.
7.Pop-up with pdf file with products.
ISSUES:-
1.print bin label button is not disabling after clicking.
2.In pdf file all products are with single name ,even the product have name its not reflected.[[image:bk5lastqOr54otacwqEsg8|bin label1.PNG]]
[[image:dfpSf8tqOr54oNacwqEsg8|bin label2.PNG]]
",,Sprint 33,,2017-06-09,
Setup Smart Edit for ABC site,,,Sprint 33,,2017-06-05,
Setup ASM for ABC site,,,Sprint 33,,2017-06-05,
Recommended products,Recommending products based on the previous order history.,,Sprint 33,,2017-06-05,
Wish List ,,,Sprint 33,,2017-06-05,
"Testing:Favourite List-Breadcrumb is displaying as ""WISHLIST"" instead of ""Favourite List""","Steps to reproduce:
1. Login to Abc site with valid credentials
2.Add any product as Favourite list
3.Click on Favourite list

Issue:-
1.Breadcrumb is displaying as ""WISHLIST"" instead of ""Favourite List""
Please refer to the attached screenshot.
[[image:ar-0jMvpGr57KZdmr6CpXy|fav list name.png]]
",,Sprint 33,,2017-06-19,
"Testing:Checkout Page-In Multi Checkout drop down,first option is displayed as half instead of full.","Steps to reproduce:
1. Login to Abc site with valid customer credentials
2.Add product to cart
3.Click on ""Checkout""
4.Scroll Down
Issue:-
1.In Multi Checkout drop down,first option is displayed as half instead of full.
Please refer to the attached screenshot.
[[image:bF0Wycvnir54k1dmr6CpXy|check out.png]]

",,Sprint 33,,2017-06-19,
Research on Social Engagement,,,C4C,,2017-05-02,
Research on Service level agreement,"What is use of Service level agreement?
Prerequisites of Service level agreement?
How to set up Service level agreement?
",,C4C,,2017-04-26,
Research on Maintenance Plans,,,C4C,,2017-04-26,
R&D on SAP cloud Application SDK,,,C4C,,2017-04-17,
Setup Roles for C4S,,,C4C,,2017-03-13,
Display signature on summary PDF,,,C4C,,2017-03-13,
View and associate survey to task,,,C4C,,2017-03-13,
C4S Proposal,,,C4C,,2017-03-13,
Demo Hybris PCS,,,C4C,,2017-01-17,
Create Demo Script,,,C4C,,2017-01-17,
Order Confirmation Screen UI changes for iPhone Compatibility,"[[image:avAsECAVSr54kTdmr6bg7m|Screen Shot 2017-07-17 at 1.33.35 PM.png]]
",,Hybris mobile App,,2017-07-17,
Product Detail Screen UI changes for iPhone Compatibility,"[[image:d0SKQ2z7er564bacwqjQXA|Screen Shot 2017-07-13 at 3.27.46 PM.png]]

",,Hybris mobile App,,2017-07-13,
Checkout Screen UI changes for iPhone Compatibility,"[[image:ds47dSz7ar54oRdmr6bg7m|Screen Shot 2017-07-12 at 12.09.16 PM.png]]
",,Hybris mobile App,,2017-07-13,
Catalog Screen Split View UI changes for iPhone Compatibility,"[[image:c87r6CzJir54kTdmr6bg7m|Screen Shot 2017-07-11 at 5.16.40 PM.png]],[[image:db3yKYzJir55xcacwqjQYw|Screen Shot 2017-07-11 at 5.16.55 PM.png]]
",,Hybris mobile App,,2017-07-11,
Android environment setup,,,Hybris mobile App,,2017-07-10,
Shopping Cart Screen UI changes for iPhone Compatibility,"[[image:bF0v-ayySr5455dmr6bg7m|Screen Shot 2017-07-05 at 7.33.02 PM.png]]
",,Hybris mobile App,,2017-07-05,
Account Screen UI changes for iPhone Compatibility,"- Change font sizes and alignments.
[[image:bQ8b0Yx7ir54oracwqjQXA|Screen Shot 2017-07-03 at 11.00.15 AM.png]]
",,Hybris mobile App,,2017-07-03,
Order Detail Screen UI changes for iPhone Compatibility,"[[image:d1zlqGx7ar55L0dmr6bg7m|Screen Shot 2017-07-03 at 10.58.11 AM.png]]
",,Hybris mobile App,,2017-07-03,
Home Screen UI changes for iPhone Compatibility,,,Hybris mobile App,,2017-06-22,
Catalog Screen UI changes for iPhone Compatibility,"[[image:ckgMMaw0yr54fbdmr6CpXy|Screen Shot 2017-06-27 at 8.02.49 PM.png]]
",,Hybris mobile App,,2017-06-27,
Orders Screen UI changes for iPhone Compatibility,"[[image:aPE3JUw0yr57hcdmr6CpXy|Screen Shot 2017-06-27 at 8.02.37 PM.png]]
",,Hybris mobile App,,2017-06-27,
Login UI changes for iPhone compatibility,,,Hybris mobile App,,2017-06-21,
SAP Integration code merging to ABC 6.2 code base,,,SAP Integration,,2017-07-21,
Synching specifications for existing products in Hybris from ERP,,,SAP Integration,,2017-07-19,
Configuring authorization for customer registration,,,SAP Integration,,2017-07-18,
Create Contact Person (B2B Customer) OData service,,,SAP Integration,,2017-07-12,2017-07-13
Create Customer (B2B Unit) OData service,,,SAP Integration,,2017-07-12,2017-07-13
B2BUnit creation,B2B Unit creation as part of Customer registration Functionality,,SAP Integration,,2017-07-12,
Analysis of Asynchronous Order management ,"Analysis on AOM functionality
Configuration for Sending IDOC from Hybris to SAP ERP",,SAP Integration,,2017-07-10,
Checking the price on initial load ,,,SAP Integration,,2017-07-07,
Extension to get category for products from ERP ,,,SAP Integration,,2017-07-06,
Extension to get products under abcProductCatalog from ERP,,,SAP Integration,,2017-07-05,
Analysis of coupon functionality,,,SAP Integration,,2017-07-04,
Create Customer Order with promotions in SAP using Olingo API,,,SAP Integration,,2017-07-03,
Condition Type (Product Price) from SAP ERP,,,SAP Integration,,2017-06-30,2017-07-04
Condition type Validation through OData service,"Check Condition types  
HB00 - Discount Value (Header Level)
HD00 - Freight (Header Level)
RF00 - % Disount from Net
KF00 - Freight (Item Level)",,SAP Integration,,2017-06-30,2017-07-03
Condition type validation at Header and Item level from VA01 Transaction,,,SAP Integration,,2017-06-29,2017-07-03
Product  (MATMAS) JAR File comparision with IDoc,"IDoc is sending Sales Text (Product description).
But Data Hub is not taking Sales Text.
Identified that there is mismatch in the Fields or mapping with IDoc.
Identifying the mismatch Fields in MATMAS.",,SAP Integration,,2017-06-16,2017-06-20
Product Price (COND_A) JAR File comparision with IDoc,Check Product Conditions (Price),,SAP Integration,,2017-06-16,2017-06-20
"Product (LOISTD, CHRMAS, CLSMAS, CLFMAS, ) JAR File comparision with IDoc","Compare Jar file with IDoc.

Stock List
ERP Characteristics
Classification Class
Classification Class Links

",,SAP Integration,,2017-06-16,2017-06-20
Send Product Catalog from SAP ERP to Hybris through Data Hub,"This is the New feature we are adding. 
Previously we are not creating any product catalog in SAP ERP.
Need to implement this configuration.
ALE Configuration.

",,SAP Integration,,2017-06-05,2017-06-08
Initial Data load from SAP to Hybris,"Load the data for the following
-Products
-Specifications
-Stock
-Price",,SAP Integration,,2017-06-16,
Build XML Payload For Order Creation In Sap Using Olingo API,,,SAP Integration,,2017-06-30,
Analysis of Olingo API,,,SAP Integration,,2017-06-28,
Product description from SAP ERP,,,SAP Integration,,2017-06-28,
Extension for sync price from ERP,,,SAP Integration,,2017-07-03,
Hybris Dataload from SAP ERP,,,SAP Integration,,2017-06-28,
Set up environment for CI/CD and Automation,,,CI/CD,,2017-07-03,
Configure hybris to run as windows service,,,CI/CD,,2017-06-27,
Create a jenkins job to start and stop Hybris server,"-- Install hybris as windows service.
-- Create a jenkins job to start and stop Hybris server",,CI/CD,,2017-07-04,
Create a Jenkins Job to Backup Hybris Data Folder,"-- Stop the Hybris server.
-- Go to the folder path (Data folder ).
-- Zip the Data folder and copy.
--  Go to the destination folder path and Paste.",,CI/CD,,2017-07-11,
Create a Jenkins Job to Backup Hybris Data Base.,"-- Connect to the Data Base server.
-- Create a backup folder on server.
-- Take back of Hybris Data Base.
-- Move the backup file to backup folder.",,CI/CD,,2017-07-11,
Create a Jenkins Job to restore backup data from backup file,"-- Stop the Hybris server.
-- Go to the backup file path .
-- Delete the old data folder .
-- UnZip the backup file to Data folder.
",,CI/CD,,2017-07-14,
Create a Jenkins Job to restore Data Base backup file.,,,CI/CD,,2017-07-14,
Create a Jenkins job to Deploy Hybris ABC site code on QA Box,,,CI/CD,,2017-07-14,
Create role based user accounts in jenkins,"--Set authorization on project basis.
User1 can only view, build, deploy Project1.
User2 can only view, build, deploy Project2.

",,CI/CD,,2017-07-18,
Configure Email Notification in Jenkins,,,CI/CD,,2017-07-18,
Configure DataHub to run as windows service,,,CI/CD,,2017-07-20,
Create a jenkins job for DataHub builds,,,CI/CD,,2017-07-20,
Create a Jenkins Job to Backup DB and Hybris Data folder.,"-- Create a single Jenkin job to backup DB and Data folder.
-- Give selection YES/NO .
-- Data Base Backup   YES/NO
    If YES, Select Data Base 
--- Hybris Data Backup YES/NO
     If YES, backup the folder.",,CI/CD,,2017-07-24,
6.4-Change the registration page look and feel for ABC site,Customize the registration page to display a new look and feel.,,Hybris 6.4 ABC site setup,,2017-07-26,
6.4-Change the home page look and feel for ABC site,Customize the home page to display a new look and feel.,,Hybris 6.4 ABC site setup,,2017-07-26,
6.4-Create ABC site header template changes,,,Hybris 6.4 ABC site setup,,2017-07-26,
"Create ABC site logo for responsive, browsers and email templates",,,Hybris 6.4 ABC site setup,,2017-07-07,
Search for products in customer’s order history using product name,Search for products in customer’s order history using product name,,Hybris 6.4 ABC site setup,,2017-07-13,
"6.4-Print functionality for invoice, order confirmation","Add Print functionality for invoice, order confirmation page.",,Hybris 6.4 ABC site setup,,2017-07-05,
"Adding required configurations for base store, catalog version and classification system from Properties",,,Hybris 6.4 ABC site setup,,2017-07-12,
Switch DB from SQL Server to MySQL,,,Hybris 6.4 ABC site setup,,2017-07-13,
Change site colors to match logo,,,Hybris 6.4 ABC site setup,,2017-07-19,
Invoice workflow,Add Invoice workflow,,Hybris 6.4 ABC site setup,,2017-07-05,
Favorites list,Add Favorites list functionality,,Hybris 6.4 ABC site setup,,2017-07-05,
6.4-Category drill down,"Display child categories before displaying the products
",,Hybris 6.4 ABC site setup,,2017-07-05,
Implement Checkout flow for ABC ,add pickup store delivery method in checkout  flow,,Hybris 6.4 ABC site setup,,2017-07-03,
6.4-Enable express checkout for ABC site,,,Hybris 6.4 ABC site setup,,2017-07-03,
6.4-Implement Guest checkout for ABC,,,Hybris 6.4 ABC site setup,,2017-07-03,
Move Data hub code from PPG code base to Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-07-06,
6.4-Abandon Cart,,,Hybris 6.4 ABC site setup,,2017-07-03,
Product compare,,,Hybris 6.4 ABC site setup,,2017-07-03,
Add Bin label under My Account.,Move the PPG bin label code to Hybris 6.4,,Hybris 6.4 ABC site setup,,2017-07-20,
Customer Feedback,,,Hybris 6.4 ABC site setup,,2017-07-03,
Newsletter integration,,,Hybris 6.4 ABC site setup,,2017-07-03,
Registration,"Add mandatory field validations for phone number, email address and user id
",,Hybris 6.4 ABC site setup,,2017-07-03,
B2B Customer Login,"1) Login by phone Number
2) Login by Email
3) Login by userid",,Hybris 6.4 ABC site setup,,2017-07-03,
Create a new component for Login,"- Create a new component for Login with 3 tabs for User id, Phone number, Email id
",,Hybris 6.4 ABC site setup,,2017-07-11,
Setup CIS in Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-07-03,
Research on all impex archiving process,,,Hybris 6.4 ABC site setup,,2017-06-23,
Notify Me,,,Hybris 6.4 ABC site setup,,2017-07-24,
Setup ABC site for Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-06-19,
Documents/Video on Product details,"- Display Documents/Video on Product details page
",,Hybris 6.4 ABC site setup,,2017-07-05,
MPN/DPN,"- Data model changes for MPN/DPN
- Add MPN/DPN to Advanced search page
- Display MPN/DPN on Product details page.",,Hybris 6.4 ABC site setup,,2017-07-05,
Add Custom Catalog under My Account.,Move the PPG Custom Catalog code to Hybris 6.4,,Hybris 6.4 ABC site setup,,2017-07-20,
6.4-Sitemap,,,Hybris 6.4 ABC site setup,,2017-07-03,
Integrate Fedex shipping service in Hybris 6.4 using CIS framework,,,Hybris 6.4 ABC site setup,,2017-07-03,
Remove unwanted attributes and Rename attribute types in data hub mapping xml files,,,Hybris 6.4 ABC site setup,,2017-07-10,
Mid sprint Demo,,,Hybris 6.4 ABC site setup,,2017-07-20,
6.4-Replacement parts,"Add Replacement parts to Product details page.
",,Hybris 6.4 ABC site setup,,2017-07-05,
Setup oAuth 2.0,,,Hybris 6.4 ABC site setup,,2017-07-03,
6.4-Checkout,,,Hybris 6.4 ABC site setup,,2017-07-03,
My Account,"-Bin Label
-Custom Catalog
",,Hybris 6.4 ABC site setup,,2017-07-03,
Data import,,,Hybris 6.4 ABC site setup,,2017-07-03,
Sitemap,,,Hybris 6.4 ABC site setup,,2017-07-03,
Google Analytics,,,Hybris 6.4 ABC site setup,,2017-07-03,
ASM customization,,,Hybris 6.4 ABC site setup,,2017-07-03,
Olark Chat Integration,,,Hybris 6.4 ABC site setup,,2017-07-03,
Fedex Integration,,,Hybris 6.4 ABC site setup,,2017-07-03,
Authentication,"B2B Customers- Identify customers by Phone Number and email
Employee Login",,Hybris 6.4 ABC site setup,,2017-07-03,
Exploring CIS in Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-07-03,
Commerce Infrastructure Services(CIS) in Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-07-03,
Configure Dynamic Code Evolution Virtual Machine (DCEVM) feature,,,Hybris 6.4 ABC site setup,,2017-06-30,
Create a branch for Hybris 6.4 version in Assembla SVN,Create two branches- B2B and B2C,,Hybris 6.4 ABC site setup,,2017-06-21,
Sprint Planning,Discussion for Hybris 6.4 Release 2.0,,Hybris 6.4 ABC site setup,,2017-07-05,
Add OCC addon for mobile services,,,Hybris 6.4 ABC site setup,,2017-07-04,
Add Required addons impex data to cgiaddon,"add following 
customerticketingaddon
assistedservicestorefront
accountsummaryaddon
commerceorgaddon
smarteditaddon
captcha
occ
cgiaddon(customized)
b2bacceleratoraddon
secureportaladdon
orderselfserviceaddon
commerceorgsamplesaddon
textfieldconfiguratortemplateaddon
promotionenginesamplesaddon",,Hybris 6.4 ABC site setup,,2017-06-29,
Create a new theme for ABC site using Hybris 6.4,,,Hybris 6.4 ABC site setup,,2017-06-19,
"Testing:Home Page-Data is missing for the ""whats New"" and ""Best Selling Products"" components in backoffice .","Steps to Reproduce:-
1.Login with valid customer credential to abc site
2.Scroll Down
Issue:-
1.Data is missing for the ""whats New"" and ""Best Selling Products"" components in backoffice .
Note:-
For ""Whats New"":-H3755213,H3788616,H3881023,H4567181,H4567133,H3884600
For ""Best Selling Products"":-H2116283,H3794524,H3793682,H3919465,H3592865,H2116266
The above products should be displayed under this sections.
Please refer to the attached screenshots
[[image:dn73GIC2qr57xddmr6bg7m|home page.png]]
",,Sprint 34,,2017-07-28,
"Testing:Getting Null Pointer Exception,while click on ""checkout as a guest"" button.","Steps to Reproduce:-
1.Add any products to cart and click on checkout from add to cart pop up
2.Keep valid email address in ""new email address"" and ""confirm new email address""
3.Click on ""checkout as a guest"" button.
Issue:-
1.Getting Null Pointer Exception.
Please refer to the attached screenshot.
[[image:d0U9T8CFer57PJdmr6QqzO|null pointer.png]]
",,Sprint 34,,2017-07-26,
Testing:-Getting null pointer exception error while clicking on the product which has no price,"Steps to Reproduce:-
1.Login with valid credential to abc site
2.Click on any product,which has no price(for e.g:-H2114106)

Issue:-
1.Getting null pointer exception error.
Please refer to the attached screenshot.
[[image:dDS6l6Bryr55uBdmr6QqzO|image.png]]
",,Sprint 34,,2017-07-20,
"Testing:Getting Exceptional Error,when loyality registered customer clicking on ""save for later"".","Steps to Reproduce:
1.Login with valid customer credential(the customer who registered in loyality Rewards)
2.Add some products to cart,then 
3.Click on ""Save for later"" 
Test Data:-
Anisha/123
Issue:-
1.Getting Exceptional Error.
Please refer to the attached screenshot.
[[image:bqMIxcz6ar55hcdmr6QqzO|loyality exceptional error.png]]
",,Sprint 34,,2017-07-13,
Testing:Getting null point exception error while login with B2B Customer,"Steps to Reproduce:-
1.Login as valid customer credential.(anisha/123)  
2.Add products which has no price (for e.g:-H1677084)
3.Then Signout
4.Then again login with the same user as above.
Issue:-
1.While login getting exceptional error,then after going back then able to see as abc site along with login user.
Please refer to the attached screenshot.
[[image:a8qBmgzS4r55Kadmr6bg7m|image.png]]
[[image:cAC_t8zSKr54k8dmr6CpXy|http 2.png]]
",,Sprint 34,,2017-07-12,
Testing:Loyality Rewards-Not Able to Registration,"Steps to Reproduce:-
1.Login with valid customer credential
2.Click on My Account
3.Click on ""Loyality Rewards""
4.Click on sign up checkbox
5.""Thank you for signing up for Welcome plan program! Please come back to Loyalty Rewards page to track loyalty information"" confirmation message is displayed 
6.Do Signout
7.Again Login with same credential as above
8.same procedure as per steps 2,&3
Test Data:-
Anisha
1234
Issue:-
1.Again the signup is displayed for same customer.
Please refer to the attached screenshot.
[[image:bo06C0ztSr54ovacwqjQYw|LOyality.png]]
[[image:biKJHOztSr547cdmr6CpXy|image.png]]
",,Sprint 34,,2017-07-10,
"Testing:Email Templates-While click on ""My Account"",then it navigates to the home page along with ""404 error found"" message","Steps to Reproduce:-
1.Navigates to Login page
2.Click on forgot password. 
3.keep mail id
4.Navigates to email templates
5.Click on My Account link
Issues:-
1. it navigates to the home page along with ""404 error found"" message
Please refer to the attached screenshot.
[[image:b12JRazUCr54kKacwqjQYw|404 error.png]]
",,Sprint 34,,2017-07-12,
"Testing:Saved Carts-After ""Restore"" products,The copy of products is displayed 2 times along with original products.","Steps to Reproduce:-
1.Login with valid customer credential(anisha/123)
2.Add some products to cart 
3.Then click on save for later
4.Click on ""My Account""
5.Click on saved cart
6.Click on ""restore""
7.then again do the same steps as 4,5
Issue:-
1.The copy of products is displayed 2 times along with original products instead of single time.(for ex:-save for later of some products name given as ""product"",when u restore ""Product"" then in saved cart page ,it should displayed as ""Product copy"",""Product""should not be displayed)
Please refer to the attached screenshot.
[[image:dlN5_EzUqr54JdacwqjQYw|copy of product saved cart.png]]
[[image:dr4j-CzUqr54kEacwqEsg8|aftr restore.png]]
",,Sprint 34,,2017-07-12,
"Testing:Cart Summary page-After click on ""Save For Later"",still some products are displayed there which are not add to cart before","Steps to Reproduce:-
1.Login with valid customer credential
2.Add some products to cart
3.Click on checkout button from add to cart pop 
4.Click on save for later
Test Data:-
user name-Anisha/123
products:-H2116274 H3881022,H3881016,H2114106 etc.
Issue:-
1.After click on ""Save For Later"",still some products are displayed there which are not add to cart before.(for e.g:-suppose add 5 products related to a particular category and then do save for later,then some others products from other catagory producst are displayed in the cart summary page)
Please refer to the attached screenshot.
[[image:dp3ObQzT8r54o4dmr6CpXy|saved cart issue.png]]

[[image:dc407QzT8r54oBdmr6QqzO|image.png]]
",,Sprint 34,,2017-07-12,
"Testing:Cart page-""Add to cart"" icon is displayed ""items"" number as per quantity instead of items","Steps To Reproduce:-
1.Login with the valid customer credential
2.Add to cart any product and increase the qty of the product
3.Then in the shopping cart icon,
Test data:-
username-Anisha
psw-123
Issues:-
1.""ITEMS"" is displayed as per quantity of the product instead of the no.of items present in the cart summary page.
For e.g:-add one product to cart and then increase the quantity as 20 ,then the cart icon should be displayed as ""1 Items"" nd the price value is as per calculated along with quantity
Please refer to the attached screenshot.
[[image:bBgrQOztKr54oracwqjQXA|add to cart.png]]
",,Sprint 34,,2017-07-10,
"Testing:Product Cockpit- ""Manufacturer Part Number"",""Distributor Part Number"" is not displayed for products","Steps to Reproduce:-
1.Login to backoffice with valid credential
2.Click on Catalog
3.Click on Products
4.Keep any product id ,for e.g:-H1128763
5.Click on Administration tab
6.""Manufacturer Part Number"",""Distributor Part Number"" [keep value],then save 
7.Login to product cockpit
8.Keep same product id ,for e.g:-H1128763
Test Data:-
user name-admin
psw-nimda
Issue:-
1.""Manufacturer Part Number"",""Distributor Part Number"" is not displayed as in backoffice is there.
Expected Results:-
1.""Manufacturer Part Number"",""Distributor Part Number"" for a product should be displayed in product cockpit.
Please refer to the attached screenshot.
In BackOffice-
[[image:c5flqiyTKr54OgacwqjQXA|prdct cockpit backoffc.png]]
In Product Cockpit:-
[[image:dRpMuEyTKr54Rcdmr6QqzO|cockpit.png]]

",,Sprint 34,,2017-07-07,
Testing:IE Browser-Schedule replenishment removal pop is displayed at end of the page with cutoff,"Steps to reproduce:
1. Login to Abc site with valid customer credentials
2.Add to cart and do check out
3.Then click on ""Schedule replenishment "" Button
4.Click on My Account
5.Click on  Replenishment Orders
6.Click on Remove Button
Issue:-
1.Removal pop is displayed at the footer section with cutoff.
Please refer to the attached screenshot.
[[image:aMB_0-vLmr54o7dmr6CpXy|IE cutoff.png]]
",,Sprint 34,,2017-06-21,
Materials Creation in SAP ERP,,,Sprint 34,,2017-07-27,
"Testing:Product Details page-In ""Replacement Parts"" section,""add to cart"" button is displayed as enabled instead of disabled.","Steps To Reproduce:-
1.Login with valid customer credential to abc site
2.Click on product ,which has replacement part (for e.g:-H3788619)
3.Click on product name
4.Scroll down.

Issue:-
1.In ""Replacement Parts"" section,with out keeping any qty,""add to cart"" button is displayed as enabled instead of disabled.
Please refer to the attached screenshot.
[[image:bZOSbaCQSr57xddmr6CpXy|add to cart button disabled.png]]
",,Sprint 34,,2017-07-27,
Validity on stock when order created,,,Sprint 34,,2017-07-27,
Create Outbond Partner Profile in both CGD and CGQ systems ,,,Sprint 34,,2017-07-27,
Test Data for Material Creation,,,Sprint 34,,2017-07-26,
"Testing:Scheduled replenishment order confirmation page-number is displayed before name for ""order placed by"" label.","Steps to Reproduce:-
1.Login with valid customer to abc site(the customer has Abc membership group in back office)
2.Add any product to cart and do checkout
3.Click on ""Schedule Replenishment"" button
Test data:-
megha/123
issue:-
1.in scheduled replenishment confirmation page,number is displayed before name for ""order placed by"" label.
Please refer to the attached screenshot.
[[image:cVPqJGCF0r57Wqdmr6QqzO|schedule repleshmnt.png]]
",,Sprint 34,,2017-07-26,
Create Port Number in Both CGD and CGQ ERP Systems,,,Sprint 34,,2017-07-26,
Fedex Integration in 6.2 Site,,,Sprint 34,,2017-07-20,
Phone Number Login using MobileService Addon in 6.2 site,,,Sprint 34,,2017-07-20,
"Display Error Message for the Guest Login,if the email is already registered",,,Sprint 34,,2017-07-20,
Regression Testing in Hybris 6.2 site,,,Sprint 34,,2017-07-26,
Maintain the RFC Destination Details in both CGQ and CGD ERP Systems ,,,Sprint 34,,2017-07-26,
Assign the client to the Logical systems in both CGD and CGQ ERP Systems ,,,Sprint 34,,2017-07-25,
Create Logical systems in both CGD and CGQ ERP Systems ,,,Sprint 34,,2017-07-25,
Condition Type Assignment,,,Sprint 34,,2017-07-24,
Validating Hybris Sales Order in SAP ERP,,,Sprint 34,,2017-07-24,2017-07-24
Removing Deletion Indicator for Products (Product specific Price),"As this deletion check box is enabled by default for some products, price is coming as ZERO.
So checking all 430 Hybris products (Product specific price) and asked to delete the Indicator. ",,Sprint 34,,2017-07-24,2017-07-24
Removing Deletion Indicator for Products (Customer Specific Price),"As this deletion check box is enabled by default for some products, price is coming as ZERO.
So checking all 430 Hybris products (Customer Specific Price) and asked to delete the Indicator. ",,Sprint 34,,2017-07-24,2017-07-24
"Adding New field, Created By field in Sales Order Create OData service Payload",,,Sprint 34,,2017-07-24,2017-07-24
Grid View Screen UI changes for iPhone Compatibility,"[[image:bxLKkux7er54onacwqjQXA|Screen Shot 2017-07-03 at 10.58.52 AM.png]]
",,Sprint 34,,2017-07-03,
 Store Detail Screen UI changes for iPhone Compatibility,"[[image:aO54OiyySr54k4dmr6CpXy|Screen Shot 2017-07-05 at 7.31.44 PM.png]]
",,Sprint 34,,2017-07-05,
Display Print Button in Order Confirmation and Order History Page,,,Sprint 34,,2017-07-20,
"Testing:In Checkout page-In Order summary,""Ship to"" address is not displayed full address details","1.Login with valid customer credential to Abc site
2.Add any products to cart and do check out.
3.keep address in shipping address section,then 

Issues:-
1.in shipping method section,""ship to"" address details is displayed as half
2.In final review section,""ship to"",only customer name is displayed instead of all shipping address details.
Please refer to the attached screenshot.
[[image:azcoz6BG0r57Zcdmr6CpXy|united.png]]
[[image:aQNAyYBG0r54kzdmr6QqzO|final review.png]]
",,Sprint 34,,2017-07-21,
"Testing:-Checkout page-In payment&Billing Address-""Card"" spelling is displayed as ""Cart"" ","Steps To Reproduce:-
1.Login with valid customer credential 
2.Click on any product and do checkout
3.Then in checkout page,in paymnet & billing address section(dont keep any card details)
4.Click on ""Next"" Button
5.Scroll down
Issue:-
1.Card spelling is displayed as ""Cart"" instead of  ""CARD"".
Please refer to the attached screenshot.
[[image:c71JoGBFir54kidmr6CpXy|CART to card.png]]
",,Sprint 34,,2017-07-21,
"Testing:-Checkout page-In Payment & Billing Address,localization text is displayed when card details are incorrectly given","Steps to Reproduce:-
1.Login with a valid customer credential
2.Click on any product then do checkout
3.In Cart Page,Billing & Address section,select any card(visa,mastero,etc)
4.Keep all details of card as incorrect
5.Click on next
scroll down
Issue:-
1.localization text is displayed instead of error message
Please refer to the attached screenshot.
[[image:bGLgcoBE0r54oWacwqjQYw|localizatn payment.png]]
",,Sprint 34,,2017-07-21,
Testing:Guest user-schedule replenishment order confirmation page is displayed as blank,"Steps to Reproduce:-
1.Go to the abc site as guest user
2.Click on any product,then do add to cart 
3.Then do schedule replenishmnet

Issue:-
1.schedule replenishment order confirmation page is displayed as blank.
Please refer to the attached screenshot.
[[image:cWpYauBEKr57dcacwqEsg8|guest user scdel repl.png]]
",,Sprint 34,,2017-07-21,
"Testing:Advanced Search-While the product has no price,then ""price not availabe"" message should be displayed below the ""Price"" column instead of ""QTY"" column","Steps to Reproduce:-
1.Login with valid customer credential to abc site 
2.Click on Advanced Search
3.Then keep any product which has no price (for e.g:-H3881016)
4.Then click on search

Issue:-
1.The message ""price not available"" should be displayed below the ""Price"" column instead of ""QTY"" column.
Please refer to the attached screenshot.
[[image:cpd4nCBtar54kBacwqEsg8|advanced price not.png]]
",,Sprint 34,,2017-07-20,
Testing:Custom Catalog- Print Custom Catalog button is displayed as enabled instead of disabled.,"Steps to reproduce:
1. Login to Abc site with valid customer credentials
2.Click on My Account
3.Click on Custom Catalog
4.Add product individually by clicking over adding ""+"" button,then do remove by clicking remove button (for e.g:-in custom catalog 3 products are there first add product 1,then add product 3 then again remove product 1,then product 3 then do the same) ,then 
Issue:-
1.Print Custom Catalog button is displayed as enabled instead of disabled.
Please refer to the attached screenshot.
[[image:cSOKUevLer56Ncdmr6bg7m|custom catalog issue.png]]
",,Sprint 34,,2017-07-20,
